data,AVG,119,A13,ANHOL,B1,BO3,BY1,BY15,BY2,BY29,BY31,BY38,K,LL3A,LL7,N14,P1,P104,P116,BCSIII10,BY5,PL-R4,REFM1,SR5,US5B,ZN4,FOE-BHB,KATTEG_4,DMU_905,VSJ_20925,OMIOW4,FOE-B11,OMBMPK3,OMREGION1,W_BORNHOL,BY7,FOE-B14,BY10,BY39,FOE-BP3,121,BY17,F80,BY32,LL17,HANKO_2,KAS-11,SJA772,LOS-15,F64,PORI_1,US2,F18,F3,SR1A,FOE-B03,OMTF0018,FOE-B01,FYN_67,Ã–RESUND_2,E_BORNH
01.01.2001,3.433,3.239,0.254,3.945,2.919,0.845,4.761,4.741,5.473,4.103,3.678,4.197,4.365,1.484,2.04,3.526,5.392,4.183,5.005,5.945,5.488,4.293,3.044,3.79,3.355,4.736,5.923,4.157,4.315,3.8,4.734,5.368,3.953,4.372,5.828,5.733,5.302,5.513,4.246,5.436,3.097,4.635,4.197,4.178,4.281,2.531,0.975,3.053,0.398,3.2,3.367,2.855,2.583,0.346,2.957,5.589,3.724,3.657,3.543,3.201,4.664
01.02.2001,2.273,1.936,0.161,2.051,2.034,0.277,3.371,3.599,3.491,3.079,2.501,3.183,3.455,0.578,0.937,1.69,3.98,3.468,3.978,4.508,4.159,3.134,2.273,1.728,1.044,3.686,3.912,2.26,2.538,2.614,3.115,3.253,3.099,3.117,4.146,4.15,4.226,3.959,3.132,3.588,1.891,3.393,3.255,2.911,2.639,1.459,0.35,1.767,0.574,1.827,0.966,0.733,0.004,0.011,1.587,4.182,2.701,2.667,2.661,2.402,3.58
01.03.2001,1.714,0.985,0.028,2.464,1.419,0.05,2.898,2.78,2.854,1.819,1.691,2.675,3.176,0.067,0.319,2.298,3.368,2.848,3.232,3.489,3.199,3.057,1.932,0.383,0.125,3.106,2.803,2.616,2.685,2.603,2.814,2.817,2.834,2.91,3.061,3.219,3.381,3.375,2.502,2.736,0.961,2.883,2.585,2.098,1.527,0.534,0.069,1.051,0.202,0.573,0.401,0.048,-0.051,0.029,0.369,3.341,2.721,2.733,2.555,2.285,2.84
01.04.2001,3.349,3.043,1.097,4.914,3.826,1.101,3.884,3.879,3.84,3.204,3.599,4.022,5.246,2.116,2.372,4.981,4.401,4.731,4.57,4.291,4.07,4.723,4.162,1.627,1.336,4.557,4.027,4.945,4.977,5.044,3.945,3.852,4.326,4.014,4.014,4.224,4.274,4.066,4.067,3.921,2.803,3.689,3.865,3.674,3.014,2.598,1.88,2.794,2.764,2.425,1.331,1.38,1.172,0.793,1.249,4.137,4.65,4.826,4.679,4.941,4.076
01.05.2001,7.459,8.506,2.98,10.771,7.978,2.799,8.889,7.1,8.726,6.932,7.31,7.706,9.929,6.472,6.625,10.984,8.815,8.719,9.467,7.554,7.971,8.545,9.487,4.019,4.257,8.307,8.1,10.265,10.51,10.686,8.881,8.937,8.998,8.855,7.897,7.748,7.344,7.313,7.573,8.538,8.048,7.16,7.17,7.382,6.82,6.489,6.261,7.285,7.344,5.535,3.928,4.806,5.155,2.606,3.827,8.297,10.463,10.944,10.559,10.878,7.656
01.06.2001,11.859,13.683,7.972,13.966,11.823,7.658,12.758,11.979,12.825,11.588,12.226,12.178,14.14,11.486,11.52,14.099,12.38,13.813,12.652,12.243,12.578,13.393,12.646,9.109,9.092,13.398,12.589,13.581,13.8,13.967,13.09,12.89,13.002,12.823,12.595,12.346,12.136,12.014,11.196,13.074,13.23,12.135,11.96,12.063,11.442,11.303,11.499,11.634,12.368,9.72,8.902,9.549,9.352,8.438,9.714,12.566,14.415,14.502,14.161,14.599,12.198
01.07.2001,17.816,20.597,13.377,19.011,17.53,13.99,18.258,18.587,18.206,18.133,17.842,18.186,19.545,19.032,18.364,19.429,18.306,19.088,18.46,18.355,18.327,18.308,18.475,16.118,15.334,18.406,18.033,18.558,18.7,18.785,18.127,18.252,18.382,18.328,18.234,18.262,18.547,18.687,17.37,19.219,20.454,18.726,18.412,18.264,18.012,18.404,19.053,18.077,19.398,16.028,15.862,14.549,15.413,14.606,15.4,18.336,18.746,19.01,18.753,19.147,18.476
01.08.2001,17.279,19.521,13.565,18.24,15.286,13.33,17.918,17.976,17.494,17.38,16.304,17.154,20.064,17.468,17.655,18.491,19.044,19.925,19.425,18.268,17.925,19.243,16.151,16.32,14.835,19.56,17.657,17.618,17.849,18.271,17.957,18.117,18.549,18.011,17.947,18.339,17.905,18.074,14.532,19.199,19.21,18.378,17.769,17.63,17.416,17.728,17.567,18.275,18.285,16.066,16.145,14.651,15.334,14.131,15.018,18.585,19.034,19.062,18.421,18.357,17.762
01.09.2001,14.571,15.289,11.992,15.331,14.632,12.015,14.876,14.693,14.732,14.404,14.248,14.347,16.55,14.46,14.884,15.508,15.685,16.607,16.064,14.648,14.719,15.802,14.705,13.714,13.031,16.533,14.492,14.973,15.148,15.591,15.016,15.103,15.036,14.928,14.759,15.244,14.288,14.346,14.408,15.988,15.123,14.939,14.559,14.463,14.879,15.416,14.994,14.374,14.744,14.163,14.088,12.933,13.862,12.48,12.751,15.539,16.012,16.076,15.769,15.255,14.605
01.10.2001,11.569,11.97,8.791,12.761,10.628,8.748,12.978,11.919,12.798,11.974,11.259,11.68,13.187,11.094,11.571,12.515,13.07,12.869,13.174,11.864,12.335,12.635,12.135,9.987,10.113,12.616,12.492,12.484,12.619,12.896,12.845,12.759,12.905,12.799,12.498,12.546,11.663,11.764,11.836,13.512,12.087,12.306,11.342,11.568,12.149,12.286,10.969,11.893,11.036,10.885,10.254,10.165,10.9,9.031,11.077,13.021,13.412,13.658,13.247,12.634,12.143
01.11.2001,7.366,7.63,4.764,8.481,6.206,4.909,9.475,8.436,9.093,8.057,7.378,7.443,8.519,6.924,7.656,8.399,9.488,8.841,9.252,8.832,9.042,8.616,6.64,6.184,6.046,8.705,9.027,8.548,8.575,8.685,9.606,9.56,9.068,9.083,9.276,8.79,8.572,8.215,7.528,9.532,7.615,8.443,8.024,7.711,8.141,7.849,6.428,7.464,5.451,7.395,6.749,6.122,6.426,4.781,6.667,9.307,9.046,8.944,8.479,8.023,7.976
01.12.2001,4.022,3.23,1.897,4.374,2.939,2.342,6.021,5.493,6.017,4.712,4.28,4.601,5.133,2.062,2.749,4.061,5.867,5.298,5.647,6.476,6.35,4.991,3.43,3.732,3.774,5.26,6.08,4.564,4.456,4.683,5.915,5.853,5.205,5.359,6.467,6.088,5.917,5.726,4.709,6.226,3.905,5.255,4.653,4.413,4.718,3.491,1.523,4.05,1.703,4.04,4.097,3.243,2.873,1.05,3.698,6.6,4.821,4.853,4.726,4.042,5.049
01.01.2002,2.195,0.888,0.306,2.761,2.012,0.34,3.501,3.799,3.197,2.424,2.199,2.988,2.539,0.972,1.268,2.621,4.021,2.483,3.618,4.107,3.85,2.483,1.596,1.932,1.411,2.658,3.062,3.328,3.142,2.671,3.559,3.367,3.289,3.323,3.144,3.325,3.79,3.934,2.705,3.088,1.067,3.717,3.433,2.494,2.192,1.509,0.673,1.166,0.056,1.367,1.138,1.002,0.593,0.19,0.982,3.821,2.478,2.458,2.5,1.693,3.277
01.02.2002,2.46,1.237,0.249,3.82,2.726,0.244,3.53,3.321,3.84,2.526,2.988,3.214,3.435,0.588,0.892,3.607,3.639,3.269,3.555,3.806,3.657,3.445,2.91,1.364,0.685,3.374,3.912,4.311,4.173,3.976,3.587,3.671,3.738,3.852,3.693,3.633,3.77,3.738,3.702,3.32,1.074,3.47,3.199,2.968,2.383,1.471,0.302,0.766,0.264,1.582,0.848,0.395,0.139,0.166,0.244,3.754,4.011,4.198,4.196,3.537,3.512
01.03.2002,2.406,1.315,0.222,3.899,2.755,0.233,3.666,3.074,3.705,2.452,2.689,3.27,3.645,0.51,0.883,3.758,3.523,3.434,3.529,3.473,3.517,3.49,3.057,0.892,0.437,3.366,3.614,3.968,3.983,4.007,3.72,3.693,3.709,3.722,3.53,3.384,3.359,3.316,3.489,3.237,1.215,3.152,2.852,3.063,2.318,1.469,0.367,0.746,0.757,1.179,0.654,0.307,0.059,0.156,0.47,3.613,4.203,4.315,4.1,3.733,3.216
01.04.2002,4.197,4.392,1.019,6.944,4.619,1.08,5.56,4.474,5.147,4.058,4.18,4.356,5.868,2.73,2.847,7.079,5.408,5.408,5.483,4.679,4.61,4.887,5.069,2.17,1.686,4.842,4.639,6.851,6.929,6.737,5.472,5.53,5.375,5.195,4.638,4.545,4.596,4.483,4.304,5.146,3.911,4.366,4.39,4.41,3.976,2.89,2.407,2.875,4.14,2.662,1.811,1.929,1.535,1.045,2.112,4.902,6.014,6.534,6.345,6.346,4.588
01.05.2002,8.479,10.044,3.455,11.704,8.869,3.064,8.785,8.803,8.835,8.178,7.954,8.343,10.11,8.149,7.98,11.989,10.619,10.027,11.372,8.331,7.958,8.378,9.941,5.484,5.672,9.424,7.863,11.338,11.392,11.465,9.077,9.204,9.156,8.802,7.817,7.995,8.416,8.453,7.847,10.461,9.644,9.257,8.32,8.197,8.011,7.785,7.687,7.635,9.507,6.354,4.724,6.018,5.911,3.099,6.176,8.538,10.64,11.085,11.092,11.412,8.201
01.06.2002,14.17,15.325,11.001,16.151,13.564,10.28,14.256,14.446,13.792,13.96,14.08,14.173,14.18,13.337,12.867,16.376,14.045,14.324,14.345,13.703,13.586,12.415,14.808,13.374,12.69,14.137,13.534,15.953,15.942,15.991,14.348,14.456,14.359,13.908,13.423,13.785,13.827,14.25,12.912,14.559,15.423,14.345,14.437,14.329,13.666,13.247,13.029,12.722,15.756,13.234,12.552,12.704,12.862,11.515,13.568,13.612,16.015,16.075,15.881,16.177,13.676
01.07.2002,16.887,18.521,14.931,17.645,15.789,15.065,16.3,17.075,16.012,17.131,16.524,16.552,17.359,17.174,16.963,17.861,17.078,17.778,17.231,16.584,16.257,16.355,15.757,16.263,16.894,17.43,15.795,17.513,17.451,17.343,16.316,16.44,16.724,16.476,16.124,16.625,16.37,16.417,13.688,17.266,18.245,17,17.304,17.339,16.945,16.963,17.289,17.629,18.294,16.195,16.429,16.897,16.606,15.611,16.191,16.762,17.744,17.751,17.505,17.964,16.157
01.08.2002,19.767,20.48,17.254,20.454,20.741,17.778,19.217,20.093,19.292,20.582,20.779,20.21,18.265,20.135,19.814,20.749,20.158,19.961,20.158,20.241,19.472,16.715,20.546,19.892,19.519,19.673,19.171,20.354,20.277,19.825,19.137,19.217,19.235,19.434,19.369,19.689,20.136,20.034,19.503,20.389,20.372,19.991,20.343,20.527,20.51,20.473,20.056,18.423,21.279,19.846,19.852,18.57,18.841,17.488,19.616,19.115,19.433,19.785,19.794,20.204,19.99
01.09.2002,16.324,17.715,12.787,17.653,15.235,12.782,18.349,17.441,18.214,17.062,16.653,17.299,16.876,15.636,15.436,17.702,17.855,17.254,17.515,18.091,17.618,16.272,17.818,15.322,14.897,16.88,18.031,17.029,17.239,17.582,18.519,18.334,18.017,18.236,17.678,17.606,17.778,17.608,17.525,17.971,17.564,17.506,17.202,17.214,16.874,16.519,15.152,15.255,15.958,14.949,14.872,13.582,14.308,13.492,13.77,17.86,18.474,18.497,17.927,17.748,17.711
01.10.2002,9.849,10.15,7.819,10.818,9.417,7.522,13.744,10.711,13.285,10.071,10.058,10.945,11.815,8.773,8.504,10.381,11.909,12.078,12.013,11.679,11.941,11.607,10.573,8.963,8.463,11.919,12.314,10.675,10.782,11.616,13.778,13.704,13.014,12.995,12.133,11.953,11.367,11.161,11.704,11.19,10.208,10.567,10.493,10.261,9.51,9.14,8.43,8.482,7.289,9.524,7.098,8.109,7.366,7.922,8.681,13.385,12.744,12.59,12.09,11.583,11.642
01.11.2002,5.832,6.131,4.178,6.67,5.301,4.283,9.532,7.313,9.262,6.088,6.097,6.763,8.157,4.003,4.159,5.914,8.586,8.045,8.453,7.924,8.724,7.998,6.375,5.219,4.647,8.408,8.503,6.504,6.747,6.968,9.13,9.487,8.697,8.677,8.821,8.939,7.559,7.582,7.372,8.265,6.159,7.213,6.527,6.582,5.499,4.405,3.924,4.619,2.922,6.004,4.519,4.508,3.246,3.01,5.149,9.58,7.815,7.658,7.343,6.904,7.802
01.12.2002,2.828,1.632,0.585,2.914,1.928,0.632,6.1,4.279,5.821,3.131,3.145,3.779,4.926,0.699,0.843,2.534,5.29,4.689,5.092,5.074,5.898,4.87,3.215,2.628,1.702,5.209,5.181,2.743,3.089,3.537,5.477,5.451,4.938,5.344,5.697,6.469,5.29,4.957,4.332,5.21,1.894,3.361,3.605,3.591,2.381,1.34,0.554,1.081,0.097,2.685,2.061,1.252,0.641,0.253,2.239,6.167,4.079,4.045,3.808,3.325,5.15
01.01.2003,1.416,0.653,-0.085,1.639,1.106,-0.023,2.595,2.307,2.836,1.096,1.29,2.036,1.997,0.429,0.482,1.316,3.353,2.045,3.277,3.245,3.508,2.066,0.959,0.667,0.475,2.171,2.875,1.685,1.919,1.69,2.341,2.283,2.4,2.8,3.306,3.338,3.149,2.93,2.237,2.539,0.551,2.408,1.914,1.736,0.967,0.682,0.204,0.211,-0.097,1.046,0.297,0.196,0.086,-0.089,-0.002,3.611,1.386,1.651,1.634,1.072,2.609
01.02.2003,0.819,-0.028,0.156,1.03,0.127,0.065,1.445,1.429,1.835,0.261,0.378,0.914,1.137,-0.083,-0.076,0.71,2.193,1.298,1.996,1.967,2.175,1.628,0.228,-0.085,-0.025,1.662,2.168,1.477,1.336,1.264,1.385,1.594,1.985,2.046,2.125,1.828,1.934,1.699,1.623,1.5,-0.056,1.3,0.881,0.858,0.177,-0.089,-0.06,-0.067,-0.076,0.234,-0.063,0.012,-0.088,0.082,-0.093,2.342,1.003,1.035,1.112,0.53,1.81
01.03.2003,1.214,0.364,0.119,1.811,1.334,0.195,1.964,1.198,2.176,0.577,1.109,1.236,2.082,0.144,0.205,1.83,2.117,1.971,1.925,2.048,2.171,2.419,1.298,0.21,0.017,2.316,2.284,2.341,2.089,2.093,1.954,2.024,2.301,2.171,2.203,2.065,1.879,1.453,1.741,1.463,0.297,0.92,0.912,0.944,0.505,0.367,0.124,0.096,0.293,0.634,0.043,0.467,0.022,0.08,0.326,2.284,2.328,2.521,2.427,2.341,1.841
01.04.2003,2.811,1.465,0.629,5.36,2.961,0.482,3.963,2.157,4.016,1.834,2.361,2.903,4.347,1.061,1.146,5.447,3.494,4.082,3.769,3.18,3.556,3.419,3.723,0.861,0.918,3.705,3.526,5.52,5.493,5.438,4.085,4.262,4.146,4.028,3.479,3.343,3.127,2.572,3.177,3.112,1.378,2.221,2.051,2.567,1.714,1.463,1.021,1.503,1.696,1.719,0.788,1.171,1.007,0.589,1.476,3.773,5.316,5.552,5.592,5.299,3.187
01.05.2003,6.609,5.896,2.058,10.394,6.998,1.888,8.641,5.995,8.391,5.49,6.181,6.075,9.416,4.366,4.161,10.642,7.387,8.503,8.061,6.724,7.545,8.196,8.573,2.728,2.826,8.087,7.396,9.949,9.971,10.59,8.759,8.655,9.092,8.588,7.662,7.186,6.235,6.105,6.94,7.368,4.91,5.921,5.689,5.845,5.522,4.766,4.669,5.312,6.353,4.697,3.043,3.556,3.599,2.104,4.911,8.015,10.928,10.92,10.677,10.698,7.105
01.06.2003,12.231,12.939,6.637,15.726,11.648,6.483,14.049,12.079,13.593,11.817,12.148,12.751,15.36,10.584,10.543,16.153,13.131,14.424,13.791,12.087,13.132,12.987,13.516,7.519,8.397,13.918,12.959,15.472,15.511,15.673,13.935,14.029,14.063,13.889,13.149,12.459,11.964,12.161,10.649,13.116,12.008,12.271,12.353,12.497,11.454,10.205,10.935,11.276,12.484,9.545,8.571,9.749,9.577,8.125,10.714,13.459,16.053,16.325,15.491,15.927,12.341
01.07.2003,17.686,19.457,15.642,18.916,18.208,16.021,17.071,17.94,16.753,17.608,17.719,17.768,19.431,18.834,17.36,19.21,17.403,18.928,17.719,17.101,17.143,17.755,18.341,17.144,16.776,18.139,16.719,18.815,18.728,18.64,17.222,17.303,17.528,17.147,17.081,17.025,17.25,17.932,17.343,18.231,19.178,18.066,17.657,17.797,17.789,17.57,19.029,15.924,19.214,16.584,16.236,16.239,16.573,16.378,16.629,17.172,18.854,18.864,18.719,18.302,17.052
01.08.2003,18.244,18.795,15.699,19.706,17.553,16.19,18.977,18.405,18.667,17.672,18.155,18.436,21.626,18.578,17.993,20.004,19.296,21.379,19.458,18.847,18.962,19.679,19.139,17.302,17.414,20.667,18.345,19.33,19.428,20.115,19.275,19.318,19.578,19.109,18.92,18.909,18.605,18.585,18.062,19.056,18.375,18.356,18.049,18.583,17.487,17.832,18.64,17.616,18.772,17.227,16.655,16.464,16.869,16.722,17.26,19.595,19.919,20.377,20.003,19.968,18.631
01.09.2003,14.374,15.18,11.469,16.018,13.924,10.821,15.441,14.841,15.586,14.55,14.84,14.593,17.499,13.604,13.675,16.087,16.625,17.53,16.949,15.362,15.791,16.318,15.06,13.404,12.62,16.866,15.442,15.74,15.804,16.187,15.461,15.556,15.942,15.98,15.707,16.008,15.002,14.711,14.313,16.485,14.902,14.977,14.84,14.914,14.349,13.888,13.323,14.089,14.042,14.034,10.624,12.541,12.21,10.528,13.749,16.266,16.656,16.699,16.397,15.307,15.156
01.10.2003,10.211,11.415,6.865,11.166,8.235,7.388,12.096,11.13,11.945,10.385,9.625,10.579,13.285,9.633,9.872,11.026,12.89,13.485,13.275,11.897,12.278,12.612,9.839,8.522,8.16,12.993,12.065,11.093,11.127,11.381,12.191,12.224,12.244,12.079,12.281,12.347,11.483,10.989,10.453,13.199,11.138,11.525,10.756,10.485,10.795,10.235,9.935,10.63,8.182,9.21,9.113,8.021,7.715,7.386,7.901,12.645,12.275,12.058,11.776,11.016,11.292
01.11.2003,6.891,7.488,4.188,7.806,6.325,4.421,8.865,7.739,8.772,7.2,7.054,7.541,9.147,6.042,6.184,7.571,9.237,8.575,9.164,8.215,8.728,7.984,7.081,5.754,5.574,8.463,8.861,7.947,8.087,7.937,8.844,9.018,8.078,8.395,8.816,8.607,8.002,7.761,8.073,9.66,7.587,7.865,7.453,7.05,7.307,6.631,6.128,6.377,4.895,6.415,6.174,4.821,4.626,3.932,5.327,8.989,8.078,8.14,8.031,7.614,7.797
01.12.2003,4.84,5.224,1.867,5.886,4.436,2.319,6.77,6.121,6.951,5.235,5.108,5.408,6.157,3.81,3.885,5.671,6.818,6.096,6.641,6.536,7.032,5.852,5.142,3.959,4.002,6.169,7.099,6.208,6.025,5.885,6.705,6.789,6.332,6.682,7.027,6.691,6.398,6.194,6.011,7.321,5.241,6.163,5.613,5.278,5.124,4.655,3.289,3.808,2.379,4.777,4.289,2.918,2.767,1.862,3.16,6.938,5.82,5.901,5.982,5.473,6.166
01.01.2004,2.142,1.138,0.083,2.473,1.337,0.073,3.477,3.169,4.059,2.635,2.423,2.528,3.12,0.412,0.881,2.136,3.606,2.753,3.219,4.279,4.344,2.699,1.894,1.843,1.269,3.413,4.72,2.904,2.876,2.737,3.463,3.739,2.709,3.238,4.786,4.173,3.955,3.576,3.612,4.126,1.427,2.708,2.614,2.642,2.573,1.45,0.099,1.007,-0.04,1.746,1.784,0.821,0.605,0.08,0.588,4.404,2.663,2.791,2.54,1.777,3.323
01.02.2004,1.6,0.548,0.261,1.995,0.901,0.247,2.638,2.316,2.964,1.855,1.592,2.017,2.093,0.313,0.303,1.587,2.992,2.071,2.944,3.089,3.348,2.146,1.197,0.688,0.345,2.42,3.496,2.159,2.167,2.498,2.617,2.745,2.595,2.872,3.402,3.006,2.937,2.654,2.387,2.068,0.65,2.245,2.076,1.934,1.747,0.276,0.188,0.48,0.073,0.702,0.552,0.286,0.07,0.213,0.142,3.226,2.543,2.711,2.677,1.974,2.489
01.03.2004,1.838,0.694,0.337,2.772,1.786,0.331,2.719,2.503,2.959,1.631,1.738,2.294,2.85,0.603,0.651,2.705,2.8,2.557,2.695,2.874,3.138,2.716,1.978,0.732,0.422,2.685,3.05,2.941,3.004,3.099,2.748,2.799,2.831,2.82,2.992,2.808,2.929,2.665,2.343,2.077,0.652,2.382,2.253,2.052,1.519,0.621,0.519,0.915,0.579,0.844,0.452,0.417,0.183,0.299,0.323,3.022,3.063,3.227,3.091,3.025,2.522
01.04.2004,3.983,4.246,0.946,6.683,4.033,0.879,5.212,4.253,5.12,3.476,3.723,4.069,5.658,2.337,2.458,6.884,5.359,5.626,5.714,4.356,4.712,4.608,5.343,1.753,1.554,5.435,4.789,6.765,6.656,6.938,5.35,5.238,5.778,5.304,4.711,4.452,4.229,4.193,4.218,4.62,3.261,4.189,3.956,3.885,3.375,2.563,2.32,2.857,3.38,2.346,1.64,1.379,1.574,0.896,1.466,5.122,6.599,7.096,6.91,6.798,4.372
01.05.2004,7.777,8.42,2.838,11.438,8.529,2.945,9.137,7.769,9.073,7.389,7.591,8.098,8.957,7.525,6.842,11.682,8.887,9.007,8.758,8.135,8.235,7.604,10.198,4.204,4.257,8.534,8.189,11.472,11.244,11.347,9.196,9.301,8.84,9.016,8.258,7.907,7.573,7.809,7.758,8.561,9.087,7.94,7.977,7.93,7.437,6.92,7.432,6.727,8.966,5.604,4.481,4.43,4.731,2.585,4.578,7.851,10.765,11.167,11.15,11.544,7.879
01.06.2004,12.11,12.916,6.972,14.5,11.893,7.307,12.821,12.252,12.423,11.37,11.977,12.406,14.457,12.062,11.783,14.785,13.105,14.378,13.427,12.461,12.6,13.03,13.26,8.889,9.597,13.858,12.341,14.329,14.456,14.481,12.854,13.133,13.175,12.862,12.534,12.699,12.349,12.409,10.736,13.154,12.83,12.445,12.123,12.31,11.424,11.37,11.865,12.167,12.841,9.45,9.455,9.275,9.807,7.815,10.068,12.756,14.885,15.034,14.552,14.372,12.441
01.07.2004,15.715,17.018,13.429,16.553,15.391,13.286,15.25,15.486,15.016,15.728,15.768,15.412,17.508,16.588,16.359,17.04,16.059,17.573,16.417,15.137,15.536,16.468,15.031,15.147,14.768,17.19,14.687,16.491,16.509,16.388,15.352,15.414,15.704,15.409,15.422,15.508,15.169,15.295,13.083,16.263,16.755,15.7,15.728,15.726,15.597,15.814,16.687,16.548,16.887,15.007,15.083,14.932,14.673,13.768,15.173,15.865,16.984,16.859,16.509,16.593,14.93
01.08.2004,18.149,19.229,15.242,19.611,18.243,15.59,19.19,18.472,19.217,18.059,18.101,18.66,19.582,18.277,17.817,19.891,19.331,19.742,19.427,19.166,19.007,18.192,19.807,17.14,16.561,19.061,18.621,19.07,19.19,18.993,18.856,19.093,19.149,19.244,18.925,19.116,18.858,18.715,18.287,19.553,19.19,18.623,18.34,18.279,18.13,17.985,18.361,17.347,18.745,17.232,16.947,16.478,16.501,15.07,17.132,19.249,18.46,19.07,18.838,19.225,19.058
01.09.2004,14.554,15.684,11.703,16.009,12.539,11.931,15.898,14.806,15.265,14.728,13.522,14.507,17.11,14.134,14.601,16.218,16.429,16.792,16.671,15.893,16.014,16.832,14.328,13.249,12.812,16.808,15.61,15.657,15.793,15.963,15.891,15.977,16.032,15.692,15.99,16.269,15.477,14.892,12.662,16.549,15.57,15.044,14.465,14.397,14.818,14.721,14.496,15.663,14.197,13.601,13.323,12.597,12.884,11.415,13.247,16.504,16.646,16.579,16.142,16.184,15.146
01.10.2004,10.835,11.769,8.056,11.72,9.5,8.4,12.252,11.239,11.85,11.282,10.544,10.536,13.273,10.605,10.968,11.628,13.307,12.786,13.349,12.4,12.519,12.314,10.145,9.795,9.238,12.538,11.771,11.667,11.809,11.996,12.404,12.166,12.292,12.143,12.274,12.648,11.63,11.34,10.207,13.281,11.693,11.66,10.883,10.498,11.699,11.644,10.653,11.581,9.564,10.268,10.295,8.879,9.788,8.22,8.94,12.668,12.501,12.364,12.094,11.665,11.515
01.11.2004,7.44,8.363,4.817,8.331,6.514,4.9,9.624,8.768,9.291,8.355,7.727,7.461,9.02,7.101,7.48,7.959,9.896,9.142,9.79,9.398,9.229,8.99,6.84,6.551,6.815,9.169,8.786,8.15,8.309,8.528,9.652,9.492,9.053,9.202,9.191,9.075,8.951,8.754,7.314,10.378,8.099,8.956,8.088,7.613,8.261,7.849,6.612,7.373,5.421,7.469,7.374,5.918,5.846,5.418,5.61,9.733,8.853,8.808,8.72,7.907,8.09
