data,AVG,119,A13,ANHOL,B1,BO3,BY1,BY15,BY2,BY29,BY31,BY38,K,LL3A,LL7,N14,P1,P104,P116,BCSIII10,BY5,PL-R4,REFM1,SR5,US5B,ZN4,FOE-BHB,KATTEG_4,DMU_905,VSJ_20925,OMIOW4,FOE-B11,OMBMPK3,OMREGION1,W_BORNHOL,BY7,FOE-B14,BY10,BY39,FOE-BP3,121,BY17,F80,BY32,LL17,HANKO_2,KAS-11,SJA772,LOS-15,F64,PORI_1,US2,F18,F3,SR1A,FOE-B03,OMTF0018,FOE-B01,FYN_67,Ã–RESUND_2,E_BORNH
01.12.2004,4.74,5.098,2.208,5.899,4.238,2.24,6.468,6.21,6.567,5.585,5.324,4.991,5.426,3.64,4.66,5.546,6.563,5.561,6.322,6.363,6.732,5.204,3.893,3.856,4.524,5.493,6.254,6.211,6.078,5.651,6.523,6.547,6.176,6.484,6.539,5.783,5.955,5.856,5.211,6.949,4.796,6.321,5.679,4.968,5.501,5.388,2.793,4.688,2.723,4.772,4.487,3.629,2.915,2.393,2.974,6.936,5.472,5.464,5.581,4.901,5.248
01.01.2005,3.477,2.826,0.59,4.356,3.241,0.621,4.597,4.696,4.942,4.228,4.57,4.346,4.018,2.415,3.254,4.079,4.904,4.058,4.782,4.936,5.003,4.019,3.012,2.449,2.648,4.187,5.02,4.641,4.658,4.519,4.656,4.708,4.77,4.815,5.002,4.832,4.44,4.65,4.344,5.123,2.817,4.592,4.521,4.627,4.245,3.551,1.156,2.876,1.478,3.079,2.779,2.086,1.82,0.423,1.627,5.168,4.167,4.251,4.328,3.913,4.379
01.02.2005,1.897,0.623,0.294,2.014,1.483,0.255,3.085,3.07,3.159,2.718,2.437,2.704,2.842,0.456,0.624,1.833,3.318,2.56,3.2,3.463,3.459,2.737,1.131,1.139,1.05,2.878,3.262,2.185,2.202,2.217,2.964,3.082,2.889,3.033,3.477,3.467,3.307,3.112,2.714,3.267,0.856,2.883,2.977,3.059,2.631,1.172,0.176,0.869,0.357,1.093,1.103,0.675,0.608,0.109,0.518,3.348,2.371,2.276,2.17,1.836,2.948
01.03.2005,1.229,0.226,0.156,1.843,0.443,0.163,2.31,1.446,2.021,1.246,1.287,1.576,1.951,0.199,0.192,1.624,2.284,2.324,2.343,2.246,2.493,1.978,0.657,0.235,0.173,2.17,1.962,1.916,2.05,2.023,2.336,2.104,2.228,2.248,2.283,2.435,2.163,1.791,1.56,1.874,0.214,1.156,1.447,2.009,1.022,0.139,0.19,0.295,0.189,0.196,0.157,0.135,0.131,0.105,0.119,2.414,2.127,2.214,1.954,1.719,2.142
01.04.2005,3.606,2.276,0.771,6.576,3.654,0.801,4.509,3.874,4.358,3.46,3.413,3.721,5.495,2.297,2.324,6.55,4.399,5.185,4.862,4.078,3.869,4.004,4.387,1.467,1.538,4.714,3.947,6.416,6.486,6.543,4.718,4.776,4.46,4.604,3.868,3.989,3.815,4.051,3.683,4.057,2.274,3.627,3.624,3.727,3.198,2.63,1.977,2.418,3.042,2.046,1.33,1.679,1.84,0.379,1.424,4.081,5.922,6.157,6.305,6.298,3.816
01.05.2005,7.481,7.823,2.342,11.305,7.75,2.553,9.137,7.609,8.766,7.059,7.498,8.029,10.195,6.85,6.705,11.492,8.614,9.058,9.192,7.81,7.742,7.745,9.423,3.431,3.776,8.284,7.875,10.739,10.86,11.249,9.302,9.32,8.788,8.642,7.871,7.827,7.614,7.726,7.343,8.819,7.401,7.425,7.319,8.058,6.938,6.932,6.607,6.995,7.984,5.081,3.714,4.416,4.683,2.2,4.53,8.265,10.826,10.798,10.794,10.948,7.785
01.06.2005,12.281,14.336,7.244,14.656,12.404,7.686,12.472,12.365,12.323,11.509,12.144,12.769,14.499,13.102,12.966,14.997,13.056,13.241,13.406,12.044,12.351,13.351,13.556,8.638,9.234,13.275,12.185,14.429,14.411,14.391,12.55,12.84,12.912,12.649,12.244,12.196,12.495,12.381,11.146,13.312,14.284,12.262,12.034,12.837,11.766,12.267,12.897,12.781,13.231,9.401,9.484,9.896,10.077,8.245,9.655,12.663,14.51,14.848,14.541,14.737,12.22
01.07.2005,17.675,19.608,14.477,18.652,17.275,14.743,17.445,17.817,17.329,18.079,17.707,18.1,18.722,18.583,18.151,19.02,18.457,18.766,18.703,17.916,17.553,17.223,18.64,16.517,16.155,18.548,17.394,18.588,18.429,18.485,17.377,17.637,17.953,17.715,17.526,17.707,17.936,17.886,16.824,18.312,19.593,17.842,17.843,17.796,17.862,17.846,18.271,18.016,18.995,16.051,16.344,16.003,15.69,15.671,16.082,17.645,18.397,18.811,18.648,18.782,17.85
01.08.2005,16.845,18.075,14.345,17.548,16.655,14.783,16.104,17.311,16.263,17.31,16.938,17.343,19.354,17.151,16.92,17.926,17.672,19.389,18.125,16.92,17.067,18.023,17.657,15.657,15.471,18.913,16.075,17.437,17.399,17.238,16.246,16.547,17.247,16.766,16.766,17.104,16.82,17.24,16.095,17.719,17.858,17.277,17.182,17.305,17.298,17.25,17.319,17.126,17.968,16.26,15.411,14.958,15.003,15.075,15.87,17.483,17.592,17.612,17.419,17.178,16.768
01.09.2005,14.738,16.104,11.259,16.219,12.069,10.76,16.075,15.538,16.28,15.072,13.022,15.541,17.679,14.528,14.891,16.226,17.227,17.047,17.407,16.182,16.487,16.317,14.916,12.962,12.024,16.268,16.044,15.72,15.833,16.277,15.993,16.249,16.743,16.811,16.406,16.385,15.917,15.723,13.422,17.004,16,15.813,15.285,15.225,15.139,14.992,14.931,15.678,14.278,13.481,13.132,11.751,12.756,11.82,11.701,16.823,16.473,16.903,16.666,16.019,15.747
01.10.2005,11.806,13.022,8.765,13.233,9.59,7.439,13.922,12.738,13.829,12.28,10.758,11.911,13.94,11.958,11.987,13.085,14.394,13.477,14.227,14.109,14.072,12.855,11.558,10.277,8.919,13.135,13.904,13.117,13.27,13.366,13.788,13.745,13.442,13.909,14.032,14.199,13.567,13.273,11.628,14.293,13.006,13.147,12.64,12.21,12.44,12.669,12.032,12.38,10.489,10.585,10.383,9.227,9.959,9.651,7.411,14.219,13.76,13.991,13.815,13.164,13.624
01.11.2005,8.144,8.603,6.394,9.462,6.79,6.04,10.276,8.697,10.206,8.585,7.79,7.943,9.608,8.28,8.423,9.287,10.002,8.891,9.746,10.015,10.031,9.013,8.096,6.991,6.853,8.806,10.059,9.448,9.647,9.499,10.379,10.414,9.238,9.764,9.946,9.947,9.245,9.04,8.259,10.284,8.124,9.072,8.299,7.93,8.775,8.903,7.521,8.179,6.776,7.316,7.368,6.615,6.946,6.492,5.069,10.302,10.137,10.079,9.763,9.005,9.697
01.12.2005,4.734,4.265,3.543,5.156,3.473,3.695,6.538,5.471,6.633,5.664,5.11,4.406,5.916,3.803,4.333,4.872,6.789,5.782,6.578,6.673,6.934,5.636,3.493,4.83,4.945,5.933,6.618,5.414,5.459,5.331,6.437,6.717,5.725,6.133,7.057,6.767,6.453,6.356,4.869,6.962,4.193,5.565,5.144,5.125,5.779,4.976,3.124,4.913,2.695,4.453,4.601,4.266,4.007,3.59,3.232,7.118,5.361,5.408,5.234,4.682,5.554
01.01.2006,2.39,1.615,1.25,1.947,1.704,1.312,3.576,3.661,3.749,3.595,2.733,2.461,2.515,1.54,1.823,1.754,3.536,2.531,2.893,4.362,4.026,3.291,1.139,2.643,2.522,3.432,3.339,2.328,2.322,2.058,3.388,3.584,2.441,3.198,3.902,3.736,4.172,4.171,2.409,4.087,1.666,3.654,3.232,2.81,3.305,2.163,0.747,2.366,1.098,1.78,2.341,1.758,1.787,0.761,1.466,4.39,2.338,2.287,2.086,1.579,2.936
01.02.2006,1.093,0.043,0.138,1.313,0.399,0.141,1.88,2.067,1.792,1.436,1.324,1.881,0.983,0.128,0.174,0.961,2.285,0.966,2.095,2.719,2.413,1.153,0.303,0.855,0.443,1.452,1.781,1.684,1.496,1.427,1.782,1.7,1.706,1.743,2.369,2.516,2.486,2.46,1.413,1.616,0.012,1.626,1.464,1.514,1.118,0.112,0.115,0.678,0.005,0.545,0.362,0.479,0.056,0.096,0.235,2.211,1.154,1.274,1.486,0.84,1.842
01.03.2006,0.78,0.061,0.052,1,0.133,0.047,1.29,1.364,1.338,0.646,0.468,1.087,1.088,0.147,0.351,0.599,1.57,1.056,1.669,1.984,1.712,0.885,0.375,0.063,-0.104,1.526,1.231,1.037,1.066,1.292,1.216,1.268,1.255,1.335,1.483,1.932,1.866,1.779,0.777,0.903,0.005,1.141,1.086,1.142,0.376,0.078,0.098,0.846,-0.046,0.044,-0.055,-0.007,-0.075,0.046,0.033,1.541,1.218,1.366,1.186,0.607,1.807
01.04.2006,2.943,2.211,0.351,5.159,2.813,0.429,3.414,3.385,3.504,2.606,2.772,3.269,4.684,1.945,1.986,5.285,3.734,4.101,4.024,3.657,3.639,4.053,4.028,1.101,0.866,3.943,3.254,5.366,5.327,5.342,3.376,3.632,3.934,3.801,3.623,3.628,3.507,3.388,3.334,2.949,1.448,3.461,3.121,3.117,2.346,1.761,1.534,2.108,2.145,1.402,1.009,0.834,0.635,0.488,1.034,3.661,5.109,5.361,5.433,4.987,3.84
01.05.2006,7.28,8.588,2.457,10.518,7.491,2.589,7.912,7.364,8.304,6.604,6.64,7.315,9.175,7.074,6.781,10.9,8.466,9.039,9.079,7.12,7.427,8.079,8.873,4.143,4.154,8.514,7.17,10.609,10.694,10.261,7.982,8.282,8.263,8.226,7.306,7.205,7.09,7.451,6.798,7.629,7.265,7.527,6.903,7.063,6.234,6.397,6.686,6.695,8.01,5.005,4.208,5.253,5.314,2.335,4.411,7.679,9.662,10.203,9.864,9.772,7.438
01.06.2006,12.863,14.751,6.673,15.703,12.575,6.679,14.373,12.757,14.513,12.114,12.576,12.871,15.409,12.729,12.671,16.178,14.575,15.369,15.015,13.688,13.952,13.872,14.408,9.917,10.596,14.473,13.885,15.386,15.338,15.465,14.423,14.651,14.788,14.606,14.248,14.008,13.419,13.021,12.195,14.711,14.308,12.758,12.032,12.743,12.156,12.074,12.687,13.344,13.635,10.178,9.641,9.917,10.829,7.715,10.896,14.491,15.564,15.737,15.171,15.426,13.377
01.07.2006,18.338,19.714,12.733,20.565,17.043,13.18,20.574,19.291,20.706,18.162,18.864,19.246,20.772,17.984,18.517,20.606,20.402,20.446,20.472,20.504,20.634,18.494,19.345,15.697,15.891,20.074,20.37,19.965,20.049,20.177,20.439,20.57,20.899,20.801,20.621,20.791,19.945,19.708,17.845,20.284,19.741,19.194,18.643,19.167,18.156,17.633,17.779,18.589,18.795,15.359,16.127,14.204,15.841,13.983,15.491,20.829,20.385,20.749,19.954,20.202,20.346
01.08.2006,19.094,19.209,17.227,20.408,20.28,17.792,19.985,19.664,19.84,19.355,20.024,20.21,19.008,18.77,17.853,20.757,19.399,19.5,19.436,19.948,19.459,18.531,19.925,18.678,18.876,18.977,19.66,20.002,20.063,20.36,19.97,19.92,20.11,19.966,19.398,19.587,19.635,19.615,19.23,19.521,19.301,18.907,19.708,20.034,18.54,17.65,19.208,14.078,19.315,18.33,18.946,18.176,18.336,17.285,17.848,19.963,20.794,20.907,20.616,20.764,19.839
01.09.2006,15.867,16.295,13.738,16.887,15.555,13.262,16.28,16.462,16.422,15.747,16.907,16.996,18.26,14.462,14.897,17.055,17.391,18.503,17.521,16.866,16.725,16.766,17.145,14.995,14.186,17.83,16.392,16.768,16.804,16.82,16.176,16.704,16.794,16.793,16.662,16.875,16.957,16.773,16.486,17.277,15.929,16.331,16.33,16.91,15.747,15.462,14.564,15.361,15.779,15.162,14.78,14.547,14.288,13.491,14.922,16.855,17.414,17.415,17.091,16.245,16.609
01.10.2006,12.677,13.621,8.673,14.233,12.316,9.266,14.38,13.679,13.91,12.837,13.046,13.663,14.943,11.626,12.022,14.049,14.66,14.437,14.763,14.405,14.376,14.535,12.948,11.169,10.232,14.491,13.992,13.947,14.03,14.263,14.273,14.262,13.916,14.221,14.389,14.438,13.769,13.809,12.256,14.973,13.571,13.839,13.28,13.85,12.923,12.578,11.645,12.967,10.787,11.871,11.504,9.765,9.806,8.982,11.096,14.681,14.818,14.883,14.614,14.13,14.161
01.11.2006,7.768,8.882,4.513,9.927,6.921,5.089,9.875,8.887,9.337,7.839,7.733,8.374,9.786,6.35,7.014,9.906,10.062,9.982,10.229,9.599,9.986,9.486,7.633,6.145,5.495,9.806,9.035,10.322,10.237,9.888,9.998,9.848,9.679,9.585,9.87,9.715,9.055,8.995,8.468,10.614,8.66,9.371,8.121,8.159,8.23,7.484,6.013,7.563,4.966,7.365,6.473,5.05,4.805,4.056,6.077,9.889,10.004,9.949,9.809,9.36,8.885
01.12.2006,6.166,6.504,2.69,7.717,5.67,3.346,7.613,6.82,7.634,6.591,6.438,6.792,7.472,5.481,5.819,7.545,8.048,7.54,8.08,7.59,7.821,7.246,6.55,4.634,4.386,7.539,7.882,7.888,7.834,7.778,7.633,7.607,7.514,7.565,7.797,7.862,7.307,7.041,6.942,8.256,6.373,7.126,6.451,6.732,6.495,6.327,4.631,5.842,4.311,5.448,5.128,3.758,4.262,3.061,4.637,7.847,7.37,7.406,7.467,7.232,7.655
01.01.2007,4.399,4.441,0.924,5.968,3.69,1.365,5.978,5.387,6.302,5.339,4.978,5.203,5.495,2.83,3.614,5.552,6.361,5.566,6.263,6.311,6.336,5.491,4.67,3.451,3.538,5.535,6.425,5.903,5.959,5.936,6.013,6.195,5.967,6.258,6.343,6.247,5.737,5.545,5.383,6.269,4.293,5.481,5.155,5.104,5.29,4.019,2.071,3.665,1.873,4.027,3.598,2.905,2.56,1.096,2.733,6.307,5.646,5.665,5.737,5.408,5.563
01.02.2007,2.025,0.793,0.002,3.117,0.94,0.024,3.905,3.56,4.389,2.576,2.028,2.363,3.287,0.006,0.269,2.748,3.699,3.179,3.553,4.085,4.35,4.317,1.838,0.995,0.483,3.868,3.557,3.203,3.135,3.268,3.88,4.175,3.701,3.758,4.132,4.169,3.643,3.552,2.866,3.375,0.895,2.603,2.633,2.472,2.356,0.693,0.048,0.669,0.026,0.798,0.626,0.324,-0.041,0.034,0.29,4.536,3.604,3.593,3.408,3.044,3.409
01.03.2007,2.625,1.67,0.317,4.2,2.23,0.311,4.15,3.609,3.973,2.508,2.475,3.019,4.042,0.944,1.215,4.2,3.741,4.142,3.71,3.953,3.882,3.773,3.288,0.896,0.708,4.024,3.691,4.412,4.415,4.515,4.134,4.112,4.057,3.893,3.726,4.066,3.836,3.652,3.274,3.156,1.299,3.291,3.043,2.767,2.426,1.362,0.58,1.732,1.15,1.055,0.901,0.573,0.53,0.252,0.636,4.339,4.833,4.959,4.609,4.438,3.75
01.04.2007,4.649,3.642,0.957,7.847,4.624,1.014,6.324,4.794,6.352,4.046,4.346,4.942,6.887,2.719,2.916,7.795,5.958,6.208,6.086,5.491,5.962,6.268,6.104,2.171,1.852,6.123,5.715,7.454,7.657,7.929,6.493,6.255,6.622,6.5,5.865,5.829,5.31,5.177,5.017,5.721,3.37,4.729,4.526,4.434,3.787,3.182,2.298,3.312,3.344,2.684,1.958,1.851,1.891,0.508,2.011,6.178,8.132,8.399,8.027,7.688,5.581
01.05.2007,8.159,9.445,2.637,11.998,8.392,2.87,10.087,8.151,9.965,7.111,7.642,8.67,11.101,6.252,6.61,12.122,9.887,10.549,10.382,8.978,9.28,10.214,10.474,4.208,4.228,10.199,9.337,11.262,11.316,12.102,10.23,10.041,10.727,10.231,9.337,9.232,8.644,8.68,8.696,9.328,8.626,7.921,7.597,7.63,7.096,6.762,6.187,7.312,8.398,5.579,4.103,4.547,4.538,2.122,5.163,9.903,12.255,12.622,12.267,12.278,9.104
01.06.2007,13.93,16.017,9.203,17.141,13.994,8.67,14.943,14.218,15.149,12.431,12.853,14.395,16.021,13.122,12.164,17.083,16.737,16.246,16.802,15.411,14.554,14.606,15.816,10.648,10.527,15.752,14.501,16.341,16.735,16.862,14.917,15.076,15.353,15.134,14.464,14.855,15.065,15.118,13.876,16.653,16.101,14.722,13.689,13.267,12.669,12.465,13.204,11.295,15.124,11.592,11.351,10.476,10.856,9.826,10.521,15.148,15.633,16.438,16.816,16.594,14.962
01.07.2007,15.944,17.327,14.441,16.883,15.607,14.111,16.252,15.452,15.721,15.869,15.683,15.98,17.392,16.481,15.655,17.087,15.736,17.785,16.161,14.738,15.373,16.781,16.688,14.996,14.607,17.391,15.413,16.423,16.449,17.287,16.461,16.224,16.172,15.915,15.32,15.096,14.859,15.411,14.646,16.274,17.097,15.525,15.662,15.91,16.04,16.002,16.493,16.037,17.705,15.138,15.027,15.237,14.843,14.583,15.23,15.671,17.582,17.561,17.375,17.623,14.989
01.08.2007,17.382,19.258,14.802,18.446,16.535,14.211,17.583,17.547,17.474,17.82,16.994,17.635,19.564,17.92,17.563,18.819,18.366,19.502,18.615,17.618,17.423,17.983,17.697,15.98,15.278,18.903,17.201,17.924,17.889,18.173,17.47,17.657,18.087,17.865,17.38,17.66,17.32,17.592,16.253,18.669,19.02,17.703,17.77,17.401,18.01,17.891,18.256,17.913,18.503,16.457,16.112,15.385,15.767,15.192,15.84,17.936,18.508,18.632,18.282,18.374,17.246
01.09.2007,13.857,15.215,10.729,14.881,12.385,10.975,14.487,14.508,14.11,14.186,13.448,13.647,16.77,14.386,14.419,15.085,15.933,17.175,16.2,15.046,14.624,15.773,13.778,12.18,11.783,16.561,13.829,14.65,14.726,15.06,14.611,14.574,14.986,14.611,14.44,15.077,14.636,14.504,13.328,16.263,15.279,14.62,14.353,13.698,14.385,14.473,14.668,14.751,13.49,12.923,12.874,11.563,12.431,11.497,12.066,15.055,15.633,15.506,15.073,15.036,14.108
01.10.2007,11.01,12.31,8.322,12.037,9.862,8.165,12.336,11.763,12.323,11.348,10.865,10.385,13.366,11.116,11.313,11.835,13.697,13.433,13.661,12.679,12.687,12.685,10.768,9.169,8.885,13.187,12.048,11.877,11.949,12.202,12.575,12.345,12.573,12.427,12.502,13.094,12.387,12.002,10.922,13.976,12.144,12.25,11.272,10.858,11.605,11.605,11.122,11.362,9.925,9.955,9.947,8.548,9.332,8.589,9.378,12.922,12.849,12.849,12.662,11.854,11.515
01.11.2007,7.384,8.573,5.809,7.909,6.244,5.431,9.494,8.751,9.299,8.046,7.574,7.387,8.875,6.596,7.135,7.766,9.97,9.191,9.814,9.432,9.601,8.468,6.731,6.205,6.292,9.186,9.167,7.951,7.877,8.107,9.467,9.383,8.881,9.063,9.527,9.584,9.043,8.95,7.789,10.334,8.361,8.931,8.142,7.661,7.985,7.458,6.356,7.483,5.621,7.452,7.118,5.944,6.534,6.016,6.156,9.798,8.488,8.267,8.082,7.694,8.17
01.12.2007,5.084,5.358,3.44,5.763,4.431,3.45,6.549,6.33,6.745,5.881,5.32,5.335,5.976,3.879,4.531,5.388,6.773,5.975,6.63,6.957,6.901,5.418,4.426,4.517,4.578,6.197,6.881,5.869,5.936,5.637,6.592,6.608,6.467,6.446,6.693,6.676,6.319,6.3,5.676,7.559,5.34,6.628,5.866,5.175,6.014,5.177,3.316,5.05,3.503,5.006,4.64,4.147,4.303,3.36,3.477,7.1,5.425,5.42,5.491,5.306,5.702
01.01.2008,3.603,2.634,1.582,4.401,3.597,1.438,4.388,4.616,4.596,4.39,4.782,4.946,4.389,1.981,2.914,4.189,4.796,4.104,4.762,4.991,4.965,4.036,3.595,3.257,3.214,4.644,5.4,4.767,4.638,4.285,4.341,4.757,3.874,4.047,5.268,4.871,4.654,4.523,4.624,4.878,2.662,4.644,4.392,4.591,4.345,3.621,1.214,2.982,1.727,3.757,3.224,2.824,2.768,0.51,2.211,5.173,3.773,3.966,3.947,3.788,4.544
01.02.2008,2.901,1.584,0.369,3.915,3.11,0.445,3.679,3.781,4.207,3.206,3.796,4.304,3.679,0.886,1.878,3.707,3.99,3.659,4.019,4.186,4.264,3.589,3.236,2.101,2.047,3.662,4.513,4.361,4.122,3.91,3.741,3.895,4.119,4.022,4.295,4.116,4.087,4.134,3.913,3.996,1.705,3.661,3.708,4.294,2.98,2.449,0.424,1.833,0.844,2.421,2.047,1.712,0.827,0.063,1.233,4.365,3.787,3.89,3.898,3.565,3.869
01.03.2008,2.836,1.739,0.169,4.189,3.046,0.194,4.211,3.695,4.335,2.924,3.394,3.931,4.135,0.679,1.184,4.074,4.147,4.045,4.181,4.112,4.228,4.239,3.827,1.691,1.395,4.155,4.281,4.236,4.323,4.454,4.136,4.244,4.342,4.345,4.163,4.163,3.975,3.95,4.134,3.936,1.784,3.737,3.453,3.794,2.816,1.656,0.29,1.427,0.967,1.986,1.286,1.172,0.434,0.176,1.163,4.293,4.515,4.62,4.494,4.21,3.973
01.04.2008,4.481,4.662,0.622,7.363,4.637,0.803,5.829,4.888,5.733,4.346,4.526,4.998,6.083,2.82,3.007,7.256,5.886,6.194,6.051,5.067,5.284,5.558,5.848,2.561,2.173,5.715,5.323,7.029,7.163,7.102,5.912,5.761,5.746,5.798,5.209,5.179,5.08,4.988,5.05,5.852,4.09,4.873,4.745,4.946,4.119,3.451,2.424,3.662,4.201,2.986,2.392,1.982,1.91,0.587,2.129,5.499,6.549,7.226,6.851,7.095,5.08
01.05.2008,9.137,9.904,2.685,13.409,9.338,2.919,11.272,9.16,10.908,8.476,8.545,9.881,10.939,7.908,7.66,13.333,11.001,11.294,11.069,10.208,10.377,9.229,11.283,5.667,5.184,10.923,10.12,13.143,13.216,13.216,11.519,11.726,10.974,10.887,10.405,10.146,9.988,9.688,9.974,10.53,9.487,9.279,8.894,8.943,8.352,8.141,7.954,7.615,9.696,6.717,5.669,5.162,5.934,2.903,5.501,10.471,12.809,13.447,13.198,13.188,10.013
01.06.2008,13.412,14.38,8.538,15.805,12.053,8.804,15.037,13.897,14.309,13.424,13.277,14.342,15.106,12.35,11.913,15.734,14.318,15.381,14.579,14.36,14.421,13.672,14.243,11.361,11.267,15.068,14.325,15.637,15.567,15.843,14.913,15.006,13.475,14.306,14.219,14.47,14.172,13.935,12.787,14.185,14.24,13.687,14.207,14.056,13.413,12.428,12.202,12.837,14.384,11.187,11.478,11.011,11.253,9.09,12.187,13.847,15.204,15.501,15.387,15.706,14.272
01.07.2008,16.994,18.168,14.115,18.542,16.185,13.867,17.72,17.671,17.528,17.237,16.974,17.545,18.45,17.213,17.071,18.751,17.818,18.508,18.083,17.439,17.468,17.954,16.662,15.9,14.733,18.325,17.385,18.137,18.316,17.941,17.725,17.835,17.757,17.65,17.576,17.566,17.27,17.5,15.288,17.962,18.172,17.683,17.7,17.49,17.239,17.063,17.13,16.972,17.998,15.945,15.578,15.392,14.926,14.429,16.489,17.695,18.16,18.235,17.726,18.191,17.27
01.08.2008,16.912,18.197,14.374,18.288,17.185,14.475,18.002,17.301,17.391,16.48,16.813,17.066,19.01,16.583,16.231,18.564,17.875,18.953,18.089,17.671,17.749,17.955,17.412,15.764,14.887,18.545,16.421,17.953,18.054,18.15,17.935,17.752,17.858,17.886,17.337,17.801,17.201,17.158,15.687,18.24,18.271,17.481,16.813,17.223,16.401,16.878,16.952,15.734,17.206,16.334,15.594,15.261,14.999,14.285,16.354,18.144,18.678,18.51,18.354,18.632,17.143
01.09.2008,14.165,14.693,11.351,15.674,13.608,11.52,16.174,14.435,15.971,13.669,13.912,14.349,15.96,13.396,13.332,15.686,15.966,16.324,16.308,15.956,15.922,15.316,14.679,12.83,12.26,16.261,15.329,15.373,15.426,16.041,16.285,16.04,16.121,16.057,15.638,15.941,15.157,14.758,14.203,16.056,14.657,14.632,14.046,13.943,13.656,14.115,13.497,13.036,13.115,13.434,12.669,12.824,12.117,11.125,13.582,16.496,16.366,16.308,16.296,15.995,15.079
01.10.2008,10.941,11.765,7.59,12.264,9.492,7.93,13.018,11.529,12.84,11.194,10.46,11.148,12.362,10.935,10.926,12.216,12.657,12.28,12.758,12.487,12.482,12.254,11.245,9.355,8.88,12.433,12.316,12.352,12.34,12.237,13.084,12.916,12.723,12.609,12.57,12.479,12.01,11.607,11.385,12.912,11.79,11.683,11.203,11.404,11.208,11.188,10.64,10.843,10.115,10.719,9.96,8.699,8.681,7.822,9.538,12.93,12.495,12.595,12.52,12.242,11.947
01.11.2008,7.695,8.67,5.161,8.471,5.625,4.876,9.742,8.656,9.628,8.759,7.579,7.912,9.422,7.996,8.194,8.276,10.121,9.171,9.926,9.761,10.002,9.002,7.275,6.187,6.467,9.212,9.881,8.444,8.519,8.52,9.756,9.601,9.332,9.506,9.933,9.813,9.243,8.806,8.165,10.109,8.379,8.987,8.365,7.92,8.847,8.335,7.325,8.141,5.881,7.577,7.287,5.992,6.472,5.593,5.167,10.067,8.858,8.808,8.576,8.182,9.326
